Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[156]    0.0    0.00    0.00       1         Coffee* std::__uninitialized_default_n_a<Coffee*, unsigned long, Coffee>(Coffee*, unsigned long, std::allocator<Coffee>&) [156]
                0.00    0.00       1/1           Coffee* std::__uninitialized_default_n<Coffee*, unsigned long>(Coffee*, unsigned long) [155]
-----------------------------------------------
                0.00    0.00       1/1           inicial(std::vector<Coffee, std::allocator<Coffee> >&, int) [121]
[157]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) [157]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [159]
[158]    0.0    0.00    0.00       1         void std::_Destroy<int*>(int*, int*) [158]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [126]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::~vector() [154]
[159]    0.0    0.00    0.00       1         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [159]
                0.00    0.00       1/1           void std::_Destroy<int*>(int*, int*) [158]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2023 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [119] __static_initialization_and_destruction_0(int, int) (punto_1_3.cpp) [55] std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [151] std::vector<Coffee, std::allocator<Coffee> >::_M_default_initialize(unsigned long)
 [120] __static_initialization_and_destruction_0(int, int) (Calculos.cpp) [56] std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [152] std::vector<Coffee, std::allocator<Coffee> >::vector(unsigned long, std::allocator<Coffee> const&)
   [7] move(Coffee&, int, int, int) [45] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [14] std::vector<Coffee, std::allocator<Coffee> >::~vector()
 [121] inicial(std::vector<Coffee, std::allocator<Coffee> >&, int) [57] std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [26] std::vector<Coffee, std::allocator<Coffee> >::operator[](unsigned long)
  [81] calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [58] std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [66] std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&)
  [35] Coffee::r()           [105] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [67] std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&)
  [31] Coffee::x()           [135] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [68] std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&)
  [30] Coffee::y()           [136] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [69] std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&)
  [40] Coffee::load(int, int) [97] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [70] std::vector<double, std::allocator<double> >::~vector()
  [33] Coffee::move_x(bool)  [137] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [34] std::vector<double, std::allocator<double> >::operator[](unsigned long)
  [32] Coffee::move_y(bool)   [87] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [93] std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  [37] Coffee::Coffee()      [138] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [94] std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
  [88] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [139] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [111] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
 [102] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [140] std::__new_allocator<Coffee>::deallocate(Coffee*, unsigned long) [112] std::vector<int, std::allocator<int> >::end()
  [83] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [141] std::__new_allocator<Coffee>::allocate(unsigned long, void const*) [113] std::vector<int, std::allocator<int> >::begin()
  [89] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [142] std::__new_allocator<Coffee>::__new_allocator() [100] std::vector<int, std::allocator<int> >::push_back(int const&)
 [115] std::__new_allocator<Coffee>::_M_max_size() const [118] std::__new_allocator<Coffee>::__new_allocator(std::__new_allocator<Coffee> const&) [153] std::vector<int, std::allocator<int> >::vector()
 [122] std::__new_allocator<Coffee>::max_size() const [106] std::__new_allocator<Coffee>::~__new_allocator() [154] std::vector<int, std::allocator<int> >::~vector()
  [43] std::__new_allocator<double>::_M_max_size() const [59] std::__new_allocator<double>::deallocate(double*, unsigned long) [101] std::vector<int, std::allocator<int> >::operator[](unsigned long)
  [48] std::__new_allocator<double>::max_size() const [60] std::__new_allocator<double>::allocate(unsigned long, void const*) [12] std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [86] std::__new_allocator<int>::_M_max_size() const [46] std::__new_allocator<double>::__new_allocator(std::__new_allocator<double> const&) [13] std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [90] std::__new_allocator<int>::max_size() const [61] std::__new_allocator<double>::__new_allocator() [11] unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
  [24] std::uniform_int_distribution<int>::param_type::a() const [42] std::__new_allocator<double>::~__new_allocator() [10] unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
  [25] std::uniform_int_distribution<int>::param_type::b() const [107] std::__new_allocator<int>::deallocate(int*, unsigned long) [38] void std::_Construct<Coffee>(Coffee*)
 [103] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [108] std::__new_allocator<int>::allocate(unsigned long, void const*) [71] double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag)
  [84] std::vector<int, std::allocator<int> >::size() const [98] void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [39] Coffee* std::__addressof<Coffee>(Coffee&)
  [91] std::vector<int, std::allocator<int> >::max_size() const [143] std::__new_allocator<int>::__new_allocator() [82] int* std::__niter_base<int*>(int*)
 [116] std::allocator<Coffee>::allocator(std::allocator<Coffee> const&) [144] std::__new_allocator<int>::~__new_allocator() [95] int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
 [123] std::allocator<Coffee>::allocator() [145] std::allocator_traits<std::allocator<Coffee> >::deallocate(std::allocator<Coffee>&, Coffee*, unsigned long) [96] std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
 [104] std::allocator<Coffee>::~allocator() [146] std::allocator_traits<std::allocator<Coffee> >::allocate(std::allocator<Coffee>&, unsigned long) [72] std::__size_to_integer(unsigned long)
  [44] std::allocator<double>::allocator(std::allocator<double> const&) [147] std::allocator_traits<std::allocator<Coffee> >::max_size(std::allocator<Coffee> const&) [73] std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&)
  [49] std::allocator<double>::allocator() [62] std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [74] double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  [41] std::allocator<double>::~allocator() [63] std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [29] std::__is_constant_evaluated()
 [124] std::allocator<int>::allocator() [64] std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [75] double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)
 [125] std::allocator<int>::~allocator() [109] std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [155] Coffee* std::__uninitialized_default_n<Coffee*, unsigned long>(Coffee*, unsigned long)
  [17] void std::_Destroy_aux<true>::__destroy<Coffee*>(Coffee*, Coffee*) [110] std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [156] Coffee* std::__uninitialized_default_n_a<Coffee*, unsigned long, Coffee>(Coffee*, unsigned long, std::allocator<Coffee>&)
  [50] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [92] std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [114] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [126] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [99] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [47] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
 [127] std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_allocate(unsigned long) [65] double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [157] __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int)
 [128] std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::_Vector_impl(std::allocator<Coffee> const&) [6] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [76] double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
 [129] std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl::~_Vector_impl() [8] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [85] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
 [130] std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_deallocate(Coffee*, unsigned long) [9] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [15] void std::_Destroy<Coffee*>(Coffee*, Coffee*)
 [131] std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_create_storage(unsigned long) [2] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [16] void std::_Destroy<Coffee*, Coffee>(Coffee*, Coffee*, std::allocator<Coffee>&)
 [132] std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_impl_data::_Vector_impl_data() [27] std::uniform_int_distribution<int>::param_type::param_type(int, int) [77] void std::_Destroy<double*>(double*, double*)
 [117] std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_get_Tp_allocator() [3] unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [78] void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
 [133] std::_Vector_base<Coffee, std::allocator<Coffee> >::_Vector_base(unsigned long, std::allocator<Coffee> const&) [28] std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [158] void std::_Destroy<int*>(int*, int*)
 [134] std::_Vector_base<Coffee, std::allocator<Coffee> >::~_Vector_base() [4] int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [159] void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  [51] std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [5] int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [79] void std::__fill_a<double*, double>(double*, double*, double const&)
  [52] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [148] Coffee* std::__uninitialized_default_n_1<false>::__uninit_default_n<Coffee*, unsigned long>(Coffee*, unsigned long) [80] __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&)
  [53] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [149] std::vector<Coffee, std::allocator<Coffee> >::_S_max_size(std::allocator<Coffee> const&) [36] operator new(unsigned long, void*)
  [54] std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [150] std::vector<Coffee, std::allocator<Coffee> >::_S_check_init_len(unsigned long, std::allocator<Coffee> const&)
