Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    1.68 1000000/1000000     unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [3]
                0.00    0.00 2000000/2000000     std::uniform_int_distribution<int>::param_type::a() const [24]
                0.00    0.00 1000000/1000000     std::uniform_int_distribution<int>::param_type::b() const [25]
-----------------------------------------------
                1.68    0.00  500802/500802      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [2]
[6]     70.9    1.68    0.00  500802         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [6]
-----------------------------------------------
                0.00    1.49  500000/500000      main [1]
[7]     62.7    0.00    1.49  500000         move(Coffee&, int, int, int) [7]
                0.00    0.84  500000/1000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [4]
                0.00    0.65  500000/500001      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [9]
                0.00    0.00  500000/500001      std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [28]
                0.00    0.00  250285/270285      Coffee::y() [30]
                0.00    0.00  250285/250285      Coffee::move_y(bool) [32]
                0.00    0.00  249715/269715      Coffee::x() [31]
                0.00    0.00  249715/249715      Coffee::move_x(bool) [33]
-----------------------------------------------
                0.23    0.42  500001/500001      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [9]
[8]     27.2    0.23    0.42  500001         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [8]
                0.12    0.12 311500623/311500623     unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [10]
                0.02    0.16 312000624/312000624     unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [11]
-----------------------------------------------
                0.00    0.00       1/500001      main [1]
                0.00    0.65  500000/500001      move(Coffee&, int, int, int) [7]
[9]     27.2    0.00    0.65  500001         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [9]
                0.23    0.42  500001/500001      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [8]
-----------------------------------------------
                0.12    0.12 311500623/311500623     std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [8]
[10]    10.1    0.12    0.12 311500623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [10]
                0.12    0.00 311500623/311500623     std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [13]
-----------------------------------------------
                0.02    0.16 312000624/312000624     std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [8]
[11]     7.4    0.02    0.16 312000624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [11]
                0.16    0.00 312000624/312000624     std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [12]
-----------------------------------------------
                0.16    0.00 312000624/312000624     unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [11]
[12]     6.8    0.16    0.00 312000624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [12]
-----------------------------------------------
                0.12    0.00 311500623/311500623     unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [10]
[13]     5.1    0.12    0.00 311500623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [13]
-----------------------------------------------
                0.00    0.05       1/1           main [1]
[14]     1.9    0.00    0.05       1         std::vector<Coffee, std::allocator<Coffee> >::~vector() [14]
                0.00    0.05       1/1           void std::_Destroy<Coffee*, Coffee>(Coffee*, Coffee*, std::allocator<Coffee>&) [16]
                0.00    0.00       1/2           std::_Vector_base<Coffee, std::allocator<Coffee> >::_M_get_Tp_allocator() [117]
                0.00    0.00       1/1           std::_Vector_base<Coffee, std::allocator<Coffee> >::~_Vector_base() [134]
-----------------------------------------------
                0.02    0.03       1/1           void std::_Destroy<Coffee*, Coffee>(Coffee*, Coffee*, std::allocator<Coffee>&) [16]
[15]     1.9    0.02    0.03       1         void std::_Destroy<Coffee*>(Coffee*, Coffee*) [15]
                0.03    0.00       1/1           void std::_Destroy_aux<true>::__destroy<Coffee*>(Coffee*, Coffee*) [17]
-----------------------------------------------
                0.00    0.05       1/1           std::vector<Coffee, std::allocator<Coffee> >::~vector() [14]
[16]     1.9    0.00    0.05       1         void std::_Destroy<Coffee*, Coffee>(Coffee*, Coffee*, std::allocator<Coffee>&) [16]
                0.02    0.03       1/1           void std::_Destroy<Coffee*>(Coffee*, Coffee*) [15]
-----------------------------------------------
                0.03    0.00       1/1           void std::_Destroy<Coffee*>(Coffee*, Coffee*) [15]
[17]     1.3    0.03    0.00       1         void std::_Destroy_aux<true>::__destroy<Coffee*>(Coffee*, Coffee*) [17]
-----------------------------------------------
                0.00    0.00 2000000/2000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [5]
[24]     0.0    0.00    0.00 2000000         std::uniform_int_distribution<int>::param_type::a() const [24]
-----------------------------------------------
                0.00    0.00 1000000/1000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [5]
[25]     0.0    0.00    0.00 1000000         std::uniform_int_distribution<int>::param_type::b() const [25]
-----------------------------------------------
                0.00    0.00     361/560361      inicial(std::vector<Coffee, std::allocator<Coffee> >&, int) [121]
                0.00    0.00   60000/560361      calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
                0.00    0.00  500000/560361      main [1]
[26]     0.0    0.00    0.00  560361         std::vector<Coffee, std::allocator<Coffee> >::operator[](unsigned long) [26]
-----------------------------------------------
                0.00    0.00  500001/500001      std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [28]
[27]     0.0    0.00    0.00  500001         std::uniform_int_distribution<int>::param_type::param_type(int, int) [27]
                0.00    0.00  500001/500001      std::__is_constant_evaluated() [29]
-----------------------------------------------
                0.00    0.00       1/500001      main [1]
                0.00    0.00  500000/500001      move(Coffee&, int, int, int) [7]
[28]     0.0    0.00    0.00  500001         std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [28]
                0.00    0.00  500001/500001      std::uniform_int_distribution<int>::param_type::param_type(int, int) [27]
-----------------------------------------------
                0.00    0.00  500001/500001      std::uniform_int_distribution<int>::param_type::param_type(int, int) [27]
[29]     0.0    0.00    0.00  500001         std::__is_constant_evaluated() [29]
-----------------------------------------------
                0.00    0.00   20000/270285      calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
                0.00    0.00  250285/270285      move(Coffee&, int, int, int) [7]
[30]     0.0    0.00    0.00  270285         Coffee::y() [30]
-----------------------------------------------
                0.00    0.00   20000/269715      calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
                0.00    0.00  249715/269715      move(Coffee&, int, int, int) [7]
[31]     0.0    0.00    0.00  269715         Coffee::x() [31]
-----------------------------------------------
                0.00    0.00  250285/250285      move(Coffee&, int, int, int) [7]
[32]     0.0    0.00    0.00  250285         Coffee::move_y(bool) [32]
-----------------------------------------------
                0.00    0.00  249715/249715      move(Coffee&, int, int, int) [7]
[33]     0.0    0.00    0.00  249715         Coffee::move_x(bool) [33]
-----------------------------------------------
                0.00    0.00     100/47920       main [1]
                0.00    0.00   47820/47920       calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
[34]     0.0    0.00    0.00   47920         std::vector<double, std::allocator<double> >::operator[](unsigned long) [34]
-----------------------------------------------
                0.00    0.00   20000/20000       calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
[35]     0.0    0.00    0.00   20000         Coffee::r() [35]
-----------------------------------------------
                0.00    0.00       4/404         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [98]
                0.00    0.00     400/404         void std::_Construct<Coffee>(Coffee*) [38]
[36]     0.0    0.00    0.00     404         operator new(unsigned long, void*) [36]
-----------------------------------------------
                0.00    0.00     400/400         void std::_Construct<Coffee>(Coffee*) [38]
[37]     0.0    0.00    0.00     400         Coffee::Coffee() [37]
-----------------------------------------------
                0.00    0.00     400/400         Coffee* std::__uninitialized_default_n_1<false>::__uninit_default_n<Coffee*, unsigned long>(Coffee*, unsigned long) [148]
[38]     0.0    0.00    0.00     400         void std::_Construct<Coffee>(Coffee*) [38]
                0.00    0.00     400/404         operator new(unsigned long, void*) [36]
                0.00    0.00     400/400         Coffee::Coffee() [37]
-----------------------------------------------
                0.00    0.00     400/400         Coffee* std::__uninitialized_default_n_1<false>::__uninit_default_n<Coffee*, unsigned long>(Coffee*, unsigned long) [148]
[39]     0.0    0.00    0.00     400         Coffee* std::__addressof<Coffee>(Coffee&) [39]
-----------------------------------------------
                0.00    0.00     361/361         inicial(std::vector<Coffee, std::allocator<Coffee> >&, int) [121]
[40]     0.0    0.00    0.00     361         Coffee::load(int, int) [40]
-----------------------------------------------
                0.00    0.00     100/300         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [53]
                0.00    0.00     100/300         calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
                0.00    0.00     100/300         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [67]
[41]     0.0    0.00    0.00     300         std::allocator<double>::~allocator() [41]
                0.00    0.00     300/300         std::__new_allocator<double>::~__new_allocator() [42]
-----------------------------------------------
                0.00    0.00     300/300         std::allocator<double>::~allocator() [41]
[42]     0.0    0.00    0.00     300         std::__new_allocator<double>::~__new_allocator() [42]
-----------------------------------------------
                0.00    0.00     100/200         std::__new_allocator<double>::max_size() const [48]
                0.00    0.00     100/200         std::__new_allocator<double>::allocate(unsigned long, void const*) [60]
[43]     0.0    0.00    0.00     200         std::__new_allocator<double>::_M_max_size() const [43]
-----------------------------------------------
                0.00    0.00     100/200         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [67]
                0.00    0.00     100/200         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [52]
[44]     0.0    0.00    0.00     200         std::allocator<double>::allocator(std::allocator<double> const&) [44]
                0.00    0.00     200/200         std::__new_allocator<double>::__new_allocator(std::__new_allocator<double> const&) [46]
-----------------------------------------------
                0.00    0.00     100/200         std::vector<double, std::allocator<double> >::~vector() [70]
                0.00    0.00     100/200         std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [68]
[45]     0.0    0.00    0.00     200         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [45]
-----------------------------------------------
                0.00    0.00     200/200         std::allocator<double>::allocator(std::allocator<double> const&) [44]
[46]     0.0    0.00    0.00     200         std::__new_allocator<double>::__new_allocator(std::__new_allocator<double> const&) [46]
-----------------------------------------------
                0.00    0.00       1/107         std::vector<Coffee, std::allocator<Coffee> >::_S_max_size(std::allocator<Coffee> const&) [149]
                0.00    0.00       6/107         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [93]
                0.00    0.00     100/107         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [66]
[47]     0.0    0.00    0.00     107         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [47]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [64]
[48]     0.0    0.00    0.00     100         std::__new_allocator<double>::max_size() const [48]
                0.00    0.00     100/200         std::__new_allocator<double>::_M_max_size() const [43]
-----------------------------------------------
                0.00    0.00     100/100         calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
[49]     0.0    0.00    0.00     100         std::allocator<double>::allocator() [49]
                0.00    0.00     100/100         std::__new_allocator<double>::__new_allocator() [61]
-----------------------------------------------
                0.00    0.00     100/100         void std::_Destroy<double*>(double*, double*) [77]
[50]     0.0    0.00    0.00     100         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [50]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [55]
[51]     0.0    0.00    0.00     100         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [51]
                0.00    0.00     100/100         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [57]
[52]     0.0    0.00    0.00     100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [52]
                0.00    0.00     100/200         std::allocator<double>::allocator(std::allocator<double> const&) [44]
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [56]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [58]
[53]     0.0    0.00    0.00     100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [53]
                0.00    0.00     100/300         std::allocator<double>::~allocator() [41]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [58]
[54]     0.0    0.00    0.00     100         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [54]
                0.00    0.00     100/100         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [62]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [57]
[55]     0.0    0.00    0.00     100         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [55]
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [51]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [52]
[56]     0.0    0.00    0.00     100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [56]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [69]
[57]     0.0    0.00    0.00     100         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [57]
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [52]
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [55]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::~vector() [70]
[58]     0.0    0.00    0.00     100         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [58]
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [53]
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [54]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [62]
[59]     0.0    0.00    0.00     100         std::__new_allocator<double>::deallocate(double*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
[60]     0.0    0.00    0.00     100         std::__new_allocator<double>::allocate(unsigned long, void const*) [60]
                0.00    0.00     100/200         std::__new_allocator<double>::_M_max_size() const [43]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator<double>::allocator() [49]
[61]     0.0    0.00    0.00     100         std::__new_allocator<double>::__new_allocator() [61]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [54]
[62]     0.0    0.00    0.00     100         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [62]
                0.00    0.00     100/100         std::__new_allocator<double>::deallocate(double*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [51]
[63]     0.0    0.00    0.00     100         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
                0.00    0.00     100/100         std::__new_allocator<double>::allocate(unsigned long, void const*) [60]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [66]
[64]     0.0    0.00    0.00     100         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [64]
                0.00    0.00     100/100         std::__new_allocator<double>::max_size() const [48]
-----------------------------------------------
                0.00    0.00     100/100         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [74]
[65]     0.0    0.00    0.00     100         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [65]
                0.00    0.00     100/100         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [76]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [67]
[66]     0.0    0.00    0.00     100         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [66]
                0.00    0.00     100/100         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [64]
                0.00    0.00     100/107         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [47]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [69]
[67]     0.0    0.00    0.00     100         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [67]
                0.00    0.00     100/200         std::allocator<double>::allocator(std::allocator<double> const&) [44]
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [66]
                0.00    0.00     100/300         std::allocator<double>::~allocator() [41]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [69]
[68]     0.0    0.00    0.00     100         std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [68]
                0.00    0.00     100/200         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [45]
                0.00    0.00     100/100         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [75]
-----------------------------------------------
                0.00    0.00     100/100         calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
[69]     0.0    0.00    0.00     100         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [69]
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [67]
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [57]
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [68]
-----------------------------------------------
                0.00    0.00      50/100         main [1]
                0.00    0.00      50/100         calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
[70]     0.0    0.00    0.00     100         std::vector<double, std::allocator<double> >::~vector() [70]
                0.00    0.00     100/200         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [45]
                0.00    0.00     100/100         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [78]
                0.00    0.00     100/100         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [58]
-----------------------------------------------
                0.00    0.00     100/100         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [76]
[71]     0.0    0.00    0.00     100         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [71]
                0.00    0.00     100/100         void std::__fill_a<double*, double>(double*, double*, double const&) [79]
-----------------------------------------------
                0.00    0.00     100/100         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [76]
[72]     0.0    0.00    0.00     100         std::__size_to_integer(unsigned long) [72]
-----------------------------------------------
                0.00    0.00     100/100         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [76]
[73]     0.0    0.00    0.00     100         std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [73]
-----------------------------------------------
                0.00    0.00     100/100         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [75]
[74]     0.0    0.00    0.00     100         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [74]
                0.00    0.00     100/100         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [65]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [68]
[75]     0.0    0.00    0.00     100         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [75]
                0.00    0.00     100/100         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [74]
-----------------------------------------------
                0.00    0.00     100/100         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [65]
[76]     0.0    0.00    0.00     100         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [76]
                0.00    0.00     100/100         std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [73]
                0.00    0.00     100/100         std::__size_to_integer(unsigned long) [72]
                0.00    0.00     100/100         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [71]
-----------------------------------------------
                0.00    0.00     100/100         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [78]
[77]     0.0    0.00    0.00     100         void std::_Destroy<double*>(double*, double*) [77]
                0.00    0.00     100/100         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [50]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::~vector() [70]
[78]     0.0    0.00    0.00     100         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [78]
                0.00    0.00     100/100         void std::_Destroy<double*>(double*, double*) [77]
-----------------------------------------------
                0.00    0.00     100/100         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [71]
[79]     0.0    0.00    0.00     100         void std::__fill_a<double*, double>(double*, double*, double const&) [79]
                0.00    0.00     100/100         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [80]
-----------------------------------------------
                0.00    0.00     100/100         void std::__fill_a<double*, double>(double*, double*, double const&) [79]
[80]     0.0    0.00    0.00     100         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [80]
-----------------------------------------------
                0.00    0.00      50/50          main [1]
[81]     0.0    0.00    0.00      50         calculos(std::vector<Coffee, std::allocator<Coffee> >&, int, int, int) [81]
                0.00    0.00   60000/560361      std::vector<Coffee, std::allocator<Coffee> >::operator[](unsigned long) [26]
                0.00    0.00   47820/47920       std::vector<double, std::allocator<double> >::operator[](unsigned long) [34]
                0.00    0.00   20000/269715      Coffee::x() [31]
                0.00    0.00   20000/270285      Coffee::y() [30]
                0.00    0.00   20000/20000       Coffee::r() [35]
                0.00    0.00     100/100         std::allocator<double>::allocator() [49]
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [69]
                0.00    0.00     100/300         std::allocator<double>::~allocator() [41]
                0.00    0.00      50/100         std::vector<double, std::allocator<double> >::~vector() [70]
-----------------------------------------------
                0.00    0.00      18/18          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [95]
[82]     0.0    0.00    0.00      18         int* std::__niter_base<int*>(int*) [82]
-----------------------------------------------
                0.00    0.00       6/12          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [111]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [102]
